100
3 3
13 35 61947
21 43 80924
22 24 64453
1 30 4362
28 38 5109
16 32 2342
23 27 18140
22 27 50923
39 44 99422
18 45 69182
7 24 31463
30 40 56417
26 39 18046
7 9 68328
42 49 7287
9 28 3329
6 12 57477
13 19 89942
1 18 60998
45 47 53852
40 49 54445
9 41 21807
1 22 63954
3 15 66993
16 41 83261
35 37 12934
1 32 55176
4 43 15213
31 33 11351
37 49 76907
1 25 21115
22 33 56109
29 48 85115
11 13 8635
16 47 94513
17 31 29822
23 36 22764
13 48 57344
6 34 30077
34 43 94620
2 24 14905
26 32 72086
23 43 44752
31 37 29525
7 8 97292
20 34 88084
21 31 96703
12 36 14896
15 24 6456
14 49 88310
33 43 3929
8 13 31284
1 46 24085
29 38 24102
13 50 75737
1 27 1030
10 45 13936
32 47 22048
1 6 67120
15 28 55421
17 35 48006
10 20 31041
28 37 1856
20 24 595
2 18 29404
12 38 11053
35 41 6035
23 42 68505
33 38 83847
3 49 57148
1 48 80778
8 42 13725
4 32 18425
22 30 99791
24 38 59964
8 46 81671
26 40 92859
11 14 49878
32 50 20913
10 25 35000
8 28 93999
16 48 61301
14 29 2128
10 40 5699
17 20 14311
10 27 42654
26 28 79636
48 50 96183
33 48 52753
37 43 15309
3 5 90462
34 50 94695
22 39 58406
19 35 46198
3 29 61372
19 48 49345
12 41 52870
29 49 97847
29 40 90992
1 37 29742
2 37 97348
1 20 68102
16 22 6048
19 37 97210
17 32 17469
27 42 66688
15 33 83985
24 30 69242
1 5 1796
15 32 85247
27 39 94191
45 46 6015
20 30 69417
3 37 95836
2 4 12051
20 43 56382
2 12 15921
13 38 29484
24 42 94484
21 42 40011
32 45 48104
25 49 58144
24 26 18909
28 43 56653
27 48 98078
15 41 98521
23 38 69266
3 17 92666
34 36 30
41 44 39224
7 35 93949
5 17 57767
38 44 93424
39 41 26953
35 46 74537
13 20 60581
11 49 84560
10 47 27402
24 27 96912
23 48 1921
15 23 73827
29 45 99881
34 45 7930
40 42 96088
34 40 43357
6 41 72451
50 697
4 38 1828
5 50 36625
11 38 30411
36 48 64954
15 50 46764
10 25 23034
8 35 51136
12 36 39030
2 41 65371
13 49 12818
12 48 34053
3 8 89188
11 42 39364
4 30 901
3 39 79511
4 14 80000
5 41 21117
19 34 79057
4 7 53557
2 48 56536
46 48 31655
4 24 67326
23 43 89461
15 19 21984
3 50 58715
9 34 59134
36 41 66220
19 22 60327
10 24 94924
10 13 32818
29 34 75199
37 40 25247
5 6 72450
25 50 26057
6 33 52755
7 8 38268
16 31 14170
19 27 4925
20 37 8569
45 50 93833
2 46 6256
33 50 49088
6 19 71297
7 50 80327
4 19 15510
8 49 69508
7 24 33982
15 27 77855
27 32 92661
16 34 23022
37 42 17636
14 27 72381
3 16 53037
8 25 48255
29 50 96005
18 23 85102
30 35 16363
31 39 51913
1 44 49715
20 40 8949
45 47 55741
17 20 31267
4 21 99422
6 14 88575
14 50 39449
3 48 67218
19 23 17459
14 36 54602
10 14 67617
2 14 18658
16 46 87810
7 18 13174
31 38 72191
20 46 23577
13 22 7481
45 46 71024
3 22 78852
21 23 55690
44 48 2557
35 45 58180
4 41 65143
20 48 12326
15 38 32340
43 47 32307
6 38 72141
28 34 47975
5 19 48292
39 42 16487
21 35 46049
6 30 26673
1 47 5357
16 23 39421
15 40 43381
30 45 71204
23 39 60669
27 40 45090
6 23 44202
30 46 85822
8 29 56971
8 40 16025
33 44 98696
6 41 30140
1 18 93014
21 32 94103
28 48 28674
8 15 53434
39 48 65218
14 38 21816
33 47 5857
43 45 85656
6 15 77902
17 23 48721
4 11 63681
5 9 444
12 34 94312
19 44 85296
22 49 19523
32 44 96186
2 22 6941
2 45 78743
13 31 74194
22 39 41959
21 49 98017
8 18 92074
1 37 53027
2 3 73608
21 29 62888
12 25 6751
20 50 39919
23 50 4950
17 28 3259
12 44 28906
5 31 23413
8 13 46069
17 46 99586
3 18 47893
17 48 52395
11 37 74864
41 50 30043
40 45 64607
6 7 64557
14 19 38710
5 49 76045
4 39 92013
16 49 76566
15 31 67703
8 14 33311
3 4 72666
7 31 27877
29 31 49491
3 26 84344
4 18 36530
27 45 32143
3 27 86605
13 15 97491
15 44 84264
15 34 58640
6 35 42649
26 46 89833
3 38 3363
9 16 1152
9 31 41441
18 30 65486
17 44 84180
41 44 12075
38 40 58512
39 40 39476
31 46 91704
9 39 87747
13 23 83714
9 32 97050
5 48 56476
22 31 57214
23 47 39686
36 46 16695
24 44 61522
25 46 13431
19 29 31347
4 32 56450
32 47 55021
11 30 66885
18 19 5566
33 40 43909
12 14 59833
1 49 82502
24 41 79274
13 50 65487
26 32 0
15 41 44378
28 30 64233
19 47 95123
25 27 17842
13 27 15627
22 23 3154
20 22 59748
16 44 93444
34 45 83881
21 38 55284
1 17 5732
8 44 17030
20 49 43121
12 24 56316
3 11 58610
38 44 91775
16 48 17575
11 17 36837
2 43 73607
7 27 77027
1 50 17516
1 20 2074
9 20 19537
9 12 73750
25 32 47707
3 46 85415
6 28 27754
33 49 31944
17 32 76762
8 27 45347
7 14 71873
9 23 33012
22 25 38452
21 28 73161
3 31 63061
28 36 81794
2 29 3603
35 37 88327
2 7 33112
28 38 76741
31 44 73920
16 39 6846
41 46 51986
15 18 80847
19 41 80138
12 17 35308
27 47 64180
18 21 65297
5 42 27283
10 38 37526
12 32 62021
4 5 28595
10 33 55614
27 34 5068
2 42 42987
20 33 14719
8 36 593
14 22 27268
7 12 11553
24 37 6487
13 32 75875
35 47 14283
23 33 68206
4 47 64582
16 36 20092
15 37 15066
9 29 59040
47 50 27297
12 27 72775
37 41 98219
9 21 73029
21 25 42853
17 40 76218
18 44 35221
29 40 71984
9 49 85353
12 15 14195
5 11 43667
34 44 81555
13 38 78921
19 40 63436
10 30 56143
2 47 3636
22 26 6743
16 17 36626
9 37 21439
2 16 44792
7 39 44125
1 6 7197
14 31 68790
36 43 39168
22 30 47506
4 33 45439
12 35 92750
28 29 65176
8 48 68958
28 45 93544
11 41 89965
2 5 26443
18 26 55853
5 38 99117
16 43 73764
7 10 4420
49 50 68944
3 44 99127
25 29 86300
30 49 32101
30 43 94565
3 37 3240
11 26 23346
5 21 63455
22 43 83801
17 38 74738
5 18 47180
5 15 46709
20 36 38591
15 25 28483
17 25 63453
33 36 61062
22 24 35518
31 37 83993
4 16 87134
11 48 41064
10 39 4958
18 42 9269
2 50 53863
7 49 99141
5 24 7569
2 33 781
19 50 39544
38 41 46920
1 48 31274
15 17 25232
10 23 5970
32 38 85714
31 36 4379
26 38 8982
5 28 13882
6 12 66490
30 38 22342
25 48 88737
36 37 76667
8 30 2748
3 9 86940
40 43 31211
19 38 9263
6 17 15930
44 50 26491
28 39 28055
8 23 31443
15 26 32995
3 10 10662
9 28 11701
16 33 81366
9 17 82822
30 32 82005
12 21 34297
15 24 51268
7 20 9762
5 22 2118
7 19 66610
15 30 72049
14 45 74356
33 39 6166
10 19 2032
1 5 48246
34 41 35660
12 28 58119
4 48 26223
9 33 10139
19 25 23437
20 23 71518
20 38 57382
35 44 61647
1 43 69603
29 49 51384
18 48 8733
6 16 95019
15 48 15404
13 45 49203
24 33 85560
14 16 61869
10 42 38619
19 43 76919
6 22 32876
42 50 48074
10 36 46601
4 20 4225
1 31 97340
1 35 8112
5 13 76184
35 50 16088
8 43 58232
4 13 12645
3 24 23537
3 49 7041
23 45 17033
15 35 33750
8 31 87681
16 20 53336
14 40 42
40 49 7661
13 29 10217
24 40 97707
11 47 88456
11 24 63845
14 24 51170
31 40 25981
25 41 1244
25 34 3769
4 36 68672
4 9 48559
22 27 95412
4 50 78361
4 46 14089
38 47 92770
5 23 20545
20 44 28719
1 9 78401
24 32 69528
6 43 81351
9 10 10127
7 23 74908
7 48 99754
14 30 46998
24 35 83964
10 20 19300
38 42 5785
15 45 50834
3 19 75563
13 30 28230
14 47 57405
2 13 50398
14 29 62229
1 46 37063
38 43 26588
31 33 95449
15 23 56217
38 46 12962
10 27 83762
20 25 97567
13 46 57520
18 29 41736
30 44 20892
23 26 75097
25 40 65662
10 15 80492
30 37 85973
9 44 61185
7 11 91283
12 16 83021
2 12 35311
14 49 33294
1 19 83244
2 19 81011
26 45 74148
20 43 34804
22 35 17634
42 44 37572
2 20 23220
4 37 43189
13 25 26282
11 35 35141
33 41 40382
32 37 37880
8 16 62047
12 18 22800
19 28 97455
1 25 96099
12 45 25194
22 48 23054
41 47 59011
7 41 32996
14 42 31269
43 44 69717
8 26 19978
39 43 66570
1 39 89754
12 43 48952
28 43 22956
30 42 69946
37 49 89117
26 42 17718
13 24 52002
22 41 85991
37 46 8297
30 41 96401
24 25 28413
28 42 26210
14 34 67476
2 6 67695
32 36 60281
11 13 30699
19 24 90399
25 37 87996
8 19 69007
14 43 10546
30 36 32533
9 35 86099
8 28 45605
8 24 80706
23 49 71791
5 30 31587
24 29 22444
2 18 63582
2 38 69368
23 41 64156
4 28 87535
3 5 37650
31 34 82043
19 21 23430
9 41 67008
13 36 7558
42 43 1350
25 36 28110
24 30 45852
6 10 48451
12 47 28347
13 43 39164
33 43 6933
27 35 81104
14 41 54789
4 8 42069
24 31 77503
35 36 91943
6 36 71295
28 32 81506
16 40 21258
13 17 39908
24 49 63979
18 31 51574
38 45 96019
12 38 7546
1 26 86282
20 28 17019
21 27 28352
1 16 32213
31 32 72756
20 35 62041
11 40 35946
30 39 64743
37 39 28662
14 26 85540
38 39 51294
39 49 88298
18 39 97041
2 23 90551
27 50 15426
32 50 28731
11 33 96704
29 36 97090
24 27 53516
6 42 62611
27 30 10263
1 30 35676
5 26 28389
42 49 35130
9 30 28007
19 37 39954
23 42 16262
12 41 29802
14 46 74811
15 21 56402
9 36 64365
13 33 64195
9 15 4513
28 46 38040
14 23 25193
11 45 34138
22 37 78182
5 27 57663
9 14 66384
23 38 9847
11 27 30061
7 22 50472
13 28 2910
11 34 82909
18 43 10426
3 12 4065
29 45 77032
8 12 92050
27 29 13232
25 28 37424
14 25 83000
7 9 75475
16 26 31667
12 33 53378
40 41 52327
26 35 81010
22 47 5847
23 25 88595
10 32 91285
13 40 71818
29 41 10684
21 50 96412
18 50 15991
45 48 62461
14 37 5163
4 17 92341
29 42 19558
2 30 61030
8 39 50384
12 49 54780
11 43 92717
19 33 82658
47 49 75082
23 35 96275
26 44 45025
34 35 62598
25 31 83014
12 42 40398
9 46 74643
40 47 17670
30 33 66735
12 13 56740
6 37 65965
15 36 79639
8 20 31004
26 43 30950
28 31 90209
33 45 43779
25 26 92244
25 43 43678
46 50 95603
14 21 29916
4 45 79304
32 42 32810
23 24 7935
35 42 77028
30 40 37000
4 29 30811
24 45 53047
43 49 95366
25 49 65469
40 46 59773
10 46 45628
3 21 4654
8 9 79847
13 26 87926
25 45 70442
11 50 47097
27 43 46341
23 31 19349
12 22 97695
7 25 23344
3 7 17941
7 45 22230
34 48 36706
16 21 35271
14 44 30678
34 39 65286
18 25 64189
24 47 78757
14 39 17848
17 21 69541
2 35 69163
33 46 42860
19 30 73931
34 36 67234
29 46 71677
6 48 14953
36 47 31394
22 34 11180
43 48 27883
5 12 19306
40 42 16153
10 18 77120
16 38 79420
9 38 82583
15 39 21013
48 49 47369
32 49 48753
18 36 88758
2 36 82373
16 47 6007
29 48 59735
28 47 49509
44 49 99019
10 47 93579
4 42 93634
7 33 32370
1 36 88893
39 46 12959
16 32 53054
22 32 13637
5 25 21034
7 34 70991
29 37 86217
14 20 27728
16 29 14591
39 50 24029
1 13 35540
13 34 55220
13 14 53903
2 27 78609
3 14 12203
17 41 31754
9 50 40251
32 40 40594
20 30 77940
34 50 46644
8 38 76790
3 42 33854
10 31 13214
13 44 95897
36 39 52119
19 48 48431
30 50 53393
9 43 82983
50 222
7 14 36485
6 37 4424
18 41 70960
14 48 27879
11 35 35036
8 40 29189
11 36 23120
11 50 31576
21 38 13171
25 35 39040
29 40 39128
6 7 40495
18 47 21879
1 9 28410
29 43 65855
16 33 71180
22 32 32621
23 41 10158
8 23 81418
37 49 34096
31 40 83049
30 50 9041
17 26 23179
13 47 79823
16 38 48426
4 16 46777
2 14 40296
10 25 66851
22 49 94297
4 8 48368
1 11 8841
3 28 47441
37 48 74089
37 39 15510
14 35 14172
17 43 72376
15 48 50728
1 2 13320
20 42 8231
19 30 12056
17 33 14332
32 49 6784
5 46 86633
40 47 48444
44 50 70267
18 33 68753
39 49 31431
33 48 28989
2 31 63232
7 18 2604
17 38 76396
24 32 92981
19 21 78206
23 43 3657
39 40 34374
7 17 32866
25 44 81485
8 35 48026
32 43 41757
9 30 100
4 13 77976
7 45 21713
13 45 28946
4 26 49111
24 31 6323
12 33 92611
35 47 80707
8 41 3537
26 34 88224
19 37 98899
20 23 68651
12 46 16935
22 47 16018
13 17 95155
25 41 91105
20 45 26872
32 34 48987
3 14 23
36 42 92740
5 37 47333
3 27 11186
10 11 5671
34 45 10685
14 15 75941
33 39 514
6 28 33037
22 33 93438
25 48 58124
1 13 84176
27 39 91540
9 14 69594
35 41 54225
41 45 25273
15 38 69227
14 28 63031
6 33 13663
10 30 24179
9 48 95602
9 47 12395
43 46 88661
21 50 29778
12 24 85622
7 34 94730
3 31 95302
21 35 49351
1 32 80073
35 43 26871
13 29 16790
29 45 23345
26 45 5222
36 45 55549
38 44 40938
3 37 74084
37 50 22210
21 33 32818
14 19 67845
17 28 23421
20 43 81984
28 34 42421
2 39 18936
27 28 44072
31 45 95750
36 41 59391
13 40 7020
3 15 22199
22 48 62128
12 19 15224
13 43 8306
5 14 23549
17 36 92661
18 20 16363
20 33 29218
7 36 60695
25 37 17028
43 50 19356
21 42 51364
20 41 33303
9 38 52554
15 19 4404
5 24 24506
48 50 48093
2 15 30699
17 42 36270
23 44 79887
4 30 34996
25 30 73357
4 19 97858
18 24 44192
2 43 99098
12 34 14459
12 25 88073
43 48 36883
13 30 58922
3 29 42178
3 45 178
24 49 10136
14 34 94211
3 22 75999
40 46 72797
21 36 34994
8 38 38935
31 46 71752
39 43 23597
14 40 59058
25 34 49135
1 20 83396
3 4 1751
31 50 85252
41 46 27600
36 38 25017
8 11 57489
14 17 16606
31 39 21185
1 50 51522
5 11 55170
30 47 50952
23 42 79698
31 47 82460
39 46 89993
36 44 76861
3 7 58151
23 32 12100
9 50 74986
6 24 97065
35 36 10386
11 23 57286
1 46 84217
12 20 6845
2 10 92913
16 49 61764
27 30 752
22 41 73623
9 27 80696
38 41 0
7 49 20525
12 39 26290
28 40 68423
6 18 13813
5 29 88557
8 28 35646
17 44 6575
21 23 43389
32 40 18692
18 29 53112
43 44 52276
35 44 60440
9 46 17544
28 30 6772
27 44 40129
10 44 58601
30 44 4631
15 44 56387
13 35 24423
13 25 50137
7 47 89386
11 44 28973
9 15 51929
7 43 99436
24 41 85249
21 45 81630
5 25 47104
36 48 28080
50 351
11 20 12538
1 29 5760
9 14 61216
7 14 58827
9 29 45652
1 47 61013
31 36 14665
26 49 48849
18 25 37691
25 34 10268
11 26 60048
6 32 67285
11 27 73284
23 35 42129
14 44 9943
23 40 45687
8 26 86404
22 34 22780
17 41 87155
29 49 87377
20 42 1215
2 45 80178
26 37 76774
30 49 81758
2 28 13774
31 41 11698
23 37 27718
14 46 91516
3 39 37365
18 24 51491
10 28 92569
35 40 45386
36 46 84209
25 39 5237
32 35 20120
1 37 62993
7 44 21058
39 44 10983
27 39 92711
11 24 86913
9 38 4093
42 46 6561
1 39 88429
2 13 11377
34 37 11854
12 22 10379
6 31 11225
11 50 74322
6 25 6464
12 37 98137
9 30 66620
16 34 96576
1 28 75976
18 48 87053
37 44 9008
9 46 85287
27 30 84619
19 29 71077
13 39 65035
8 22 87471
17 30 53510
40 45 7071
9 21 98607
10 18 75242
22 29 57432
4 34 64936
7 34 85410
6 39 8496
43 47 48131
12 35 14230
4 18 10043
6 18 99869
7 38 86820
18 33 2699
10 27 42146
23 30 14154
19 33 61785
28 42 7853
16 24 3369
39 47 98295
1 7 48159
25 46 63589
18 36 47254
17 40 13760
12 19 66669
33 37 86343
25 38 69055
23 42 11479
6 27 15317
26 41 46162
49 50 27590
16 22 3549
11 12 92854
22 23 74731
4 21 35819
14 19 97349
2 9 86921
20 29 4987
15 39 91220
4 7 29412
20 48 27073
15 23 96264
18 47 5883
32 34 93966
14 22 39297
19 36 98514
26 28 59034
10 29 25244
28 43 6992
3 31 93046
21 33 40679
4 27 76150
12 27 82625
41 50 11778
20 34 7804
34 50 39322
18 43 30078
21 48 86715
30 36 12123
3 38 88325
6 38 58914
3 22 78355
39 41 92445
3 14 25025
12 26 19644
4 28 93284
17 29 40449
23 31 33715
12 43 13062
29 46 79622
8 9 77796
5 16 47577
21 41 61830
1 23 88372
22 24 87983
43 50 25837
9 45 47054
11 44 66959
5 41 55909
3 28 57539
18 22 40113
35 44 84818
11 25 5678
7 27 69725
10 49 92342
6 49 17278
12 45 38533
11 40 29781
16 28 81266
21 50 17010
30 48 82808
13 44 34452
14 45 19959
14 40 27826
30 39 80156
10 14 13154
17 20 81862
34 43 85676
20 41 23384
11 16 89537
7 48 60939
12 28 9947
6 14 333
1 21 31347
2 30 31587
2 4 9427
15 26 29446
4 19 95925
3 21 5559
34 48 70728
12 29 24496
9 41 78058
11 14 44099
17 44 23529
6 16 49225
9 20 3992
15 16 1757
4 33 4435
39 43 69013
5 33 52071
7 31 27401
29 38 3039
23 45 17318
3 17 30847
8 13 21527
21 23 28377
39 45 61845
16 39 27620
8 24 88748
6 9 11955
34 49 92717
10 20 72156
20 50 99650
5 32 59811
16 44 72069
13 15 2065
22 27 85297
5 6 27805
14 18 73478
1 45 38809
2 19 56740
11 47 41089
10 26 45567
18 29 14691
42 45 17472
8 39 20122
28 45 74796
2 39 36779
37 40 15146
26 50 69895
15 38 37811
11 32 1360
4 39 61065
31 45 61605
1 50 56742
17 27 38501
34 44 8313
17 22 23566
8 49 32025
6 34 75821
24 25 19994
7 11 15125
12 41 81351
15 22 14376
45 50 21493
31 49 18293
10 11 38165
3 29 83483
8 10 92725
22 48 97985
10 40 78983
12 50 56038
25 47 27250
7 16 97506
18 37 86395
15 28 56126
15 31 75945
1 24 5809
15 49 63155
41 49 40366
10 15 80553
32 39 20378
15 37 25830
1 20 4230
13 35 11884
13 22 0
13 50 89266
14 15 18465
29 43 17286
4 31 81445
5 25 37274
7 40 93143
24 41 7732
10 50 73748
29 50 91451
22 32 71724
6 26 36703
45 48 52545
19 23 33368
2 31 24968
13 30 3839
29 35 65393
22 35 29413
27 41 31900
35 39 14603
8 25 92148
6 8 32685
6 22 5116
20 36 31062
4 42 39175
24 35 89196
37 45 91596
34 36 10248
9 23 86847
16 21 22333
25 50 65789
7 28 49406
27 33 7451
11 33 60961
43 46 57902
7 35 1320
17 45 96611
29 42 14187
5 28 26261
5 44 75066
37 43 32863
20 21 33677
12 39 71230
25 41 58466
31 33 42743
41 48 56040
40 49 88872
24 47 11200
19 46 67859
27 38 29921
34 35 68774
2 34 57983
7 19 16348
15 30 62497
28 48 16146
17 39 17494
21 44 35597
6 23 85640
30 46 36223
2 3 30275
10 43 38675
36 43 94507
10 32 10827
19 42 57461
6 30 80912
20 39 93240
37 38 80337
27 46 57617
4 40 71868
2 12 11381
27 36 81913
30 35 78735
44 46 68517
9 35 80052
4 47 9408
10 30 92154
31 43 78856
9 15 57258
9 11 15016
10 39 59309
1 2 20718
2 42 54491
18 28 46550
6 44 6301
27 29 3663
3 15 9059
26 44 79823
13 18 98712
13 21 51165
19 41 16384
22 50 65623
40 41 78600
29 48 56981
23 32 19864
1 11 78979
17 31 34242
34 39 83188
12 44 94015
10 34 69344
18 49 84177
19 26 94765
4 16 14317
11 38 13273
16 50 9914
15 43 11330
2 38 21268
50 854
40 43 76336
6 23 2168
13 15 81600
8 10 68088
20 43 58299
6 47 50942
2 14 94261
20 34 93842
12 30 13248
37 45 65332
39 42 84248
15 48 34225
3 35 50050
34 35 14656
3 27 26646
4 23 82263
8 37 4062
2 45 71611
1 14 58159
2 41 35700
39 50 49188
32 39 65836
2 6 83769
28 36 41102
18 37 36729
6 43 85580
7 22 18270
39 46 48301
2 8 17480
45 50 28131
18 45 92661
18 50 40837
31 36 62101
25 30 21807
17 31 44996
28 48 88940
17 48 27083
4 50 59177
2 25 47931
19 22 59429
13 40 76861
13 14 44478
3 28 79794
12 47 93632
1 29 53875
1 23 41071
5 50 84692
25 44 56720
7 38 13979
32 43 38371
21 22 64465
15 32 84015
5 32 87129
21 42 17346
4 32 61044
15 50 33845
11 32 86575
8 21 38327
11 12 2262
47 49 60693
15 31 25866
3 12 91616
36 48 73951
1 10 76550
25 45 1641
47 50 38959
21 49 39604
24 50 37889
23 40 67711
8 12 89413
8 39 30146
42 45 27039
16 45 14191
13 21 31004
1 25 83890
28 33 70767
39 47 66915
26 44 80597
6 40 12297
24 26 58657
41 48 44795
21 27 61100
18 23 73856
31 44 42095
7 49 49948
21 35 62504
27 43 72375
3 37 67537
14 18 74448
4 41 22576
15 24 46665
30 33 35532
2 49 30603
15 44 47487
44 46 25978
1 41 89633
24 32 71473
26 43 39244
40 49 39536
22 34 48289
22 31 39711
1 4 26334
11 18 90004
7 16 33547
11 48 25305
19 34 27665
36 42 121
13 25 64372
29 37 9965
25 28 73785
17 23 22470
4 47 86011
29 36 49823
5 45 59424
7 44 51955
5 25 16568
27 41 54373
3 22 49480
17 29 82058
14 23 62192
4 24 49539
19 40 26886
8 43 63579
4 45 74708
27 33 41331
1 24 74757
30 40 61995
22 27 37615
1 7 67
17 35 48857
18 29 19123
23 34 97660
9 50 58982
7 33 18189
17 22 65961
4 26 80465
6 34 45747
11 50 69124
13 42 57615
25 39 28519
1 27 78852
29 43 23086
46 47 46272
12 20 2327
2 4 29068
14 15 6501
3 20 79481
6 12 6324
1 21 96794
1 48 13680
35 50 14235
3 21 74855
26 49 96990
34 38 26180
41 42 96456
11 17 11246
34 48 50464
38 41 74846
12 37 26156
5 40 2714
16 17 7468
12 14 9726
6 21 8734
14 33 53023
35 46 20379
25 35 5992
13 47 34152
4 6 27751
30 34 33010
2 34 77566
36 49 99871
13 31 32434
25 42 92870
15 25 43429
34 42 67107
33 48 64488
16 25 15711
6 30 63904
8 11 73289
8 18 43078
31 41 99865
17 43 63643
16 31 35021
8 50 20147
28 44 42246
4 16 2857
19 37 22787
14 42 25286
16 28 76687
23 39 96266
5 15 25218
8 16 91185
10 13 50242
30 38 63821
22 26 58531
14 16 12722
45 46 32274
41 49 5573
18 46 45784
29 33 56549
13 46 85938
12 38 90995
21 50 53240
9 26 15087
12 27 39692
3 23 95585
28 35 7280
25 38 5675
19 44 18439
11 15 99204
25 40 59402
39 40 32437
7 30 71240
9 21 8849
1 8 98132
9 47 60683
26 50 37305
12 24 99582
3 29 44440
29 40 47879
33 34 55781
26 36 59762
8 31 44140
2 44 92475
30 36 23337
5 19 11217
20 28 44802
21 25 8708
29 31 61439
5 17 19861
17 19 7660
22 45 13355
1 12 22741
5 39 82812
31 33 27028
46 48 49906
4 12 63937
3 45 36980
12 32 56560
12 23 85659
19 48 83676
18 38 20962
26 42 17708
20 24 33919
13 23 81732
3 15 21478
15 17 67387
32 37 47968
26 39 42480
5 35 71034
3 39 5200
1 13 83338
19 24 40395
5 9 62872
24 49 10295
3 30 55748
44 48 76030
37 44 38303
15 40 36379
28 47 79681
7 40 53849
29 45 38160
47 48 62057
29 48 36697
15 39 77686
1 34 37938
20 29 37089
12 15 10291
9 38 18282
8 42 94192
1 35 79999
22 46 96949
2 15 46960
35 48 80650
21 36 75463
4 11 22443
1 20 44033
34 43 46419
1 19 36799
6 7 21280
23 41 82741
10 48 75996
7 25 80577
21 41 72146
12 13 74504
18 31 69528
6 49 2266
9 23 41002
9 34 38565
40 48 98099
33 35 73939
18 24 76504
6 16 67130
7 24 94910
24 42 43729
34 47 1591
6 32 66821
8 20 84785
23 44 75809
31 39 53539
31 50 17581
10 29 25812
43 49 42764
14 19 4659
14 32 70234
39 49 49771
3 17 80188
16 49 90954
37 47 97166
4 29 39152
2 40 10333
25 26 13669
6 28 51659
13 27 4606
6 33 30736
21 30 54880
40 42 10127
3 42 92738
6 18 54819
7 21 63248
13 36 82034
6 29 49560
7 45 81670
24 44 20357
48 50 20801
9 43 52777
31 49 36596
3 24 13847
9 15 61974
5 41 69416
20 23 86246
5 22 95579
20 49 10617
16 40 12442
11 20 65380
22 41 10579
4 31 36451
28 41 89271
14 39 70614
11 37 53261
18 33 55029
22 50 75943
23 28 31361
26 37 61101
10 23 15857
24 39 35460
23 27 27443
15 28 36180
20 38 71375
2 26 20525
26 41 12167
12 50 0
16 39 60393
10 41 60196
2 18 63163
40 50 8193
14 25 3000
10 44 18290
36 39 2511
20 27 78376
19 31 46894
9 24 22438
10 47 36272
31 34 974
20 50 92491
36 50 46357
6 24 20807
37 40 27810
2 24 3956
21 23 6833
7 47 17616
23 25 14730
28 46 44890
4 34 84022
3 25 36326
20 37 26184
13 19 6697
5 37 2768
2 23 95622
34 36 69685
16 47 24941
7 28 10185
1 38 49609
32 50 95894
1 44 74491
23 26 75240
36 41 38638
10 46 70771
34 46 35137
1 45 77679
9 16 5609
33 36 39206
4 33 77437
5 43 41246
7 18 3993
16 44 39261
15 34 38997
11 27 36073
16 37 67512
6 11 80189
10 14 78437
30 50 81053
18 27 81087
8 35 66928
25 33 35017
10 11 59787
36 44 34946
23 30 45788
7 32 29291
16 19 32327
32 44 72625
18 42 39804
2 21 2487
5 23 3777
15 23 92053
27 29 29999
1 46 6988
22 23 18021
24 33 95995
24 41 88656
24 38 82330
19 47 13453
1 37 9191
1 40 88672
29 44 64439
8 49 27814
17 36 90003
12 18 37152
34 41 28958
2 48 6248
14 40 19339
8 19 99065
6 38 68753
26 35 83053
2 28 32127
7 46 96438
22 25 89976
10 21 42988
7 34 4234
1 15 56341
4 37 7033
10 20 53558
12 21 53647
2 36 66134
1 50 95255
16 36 90851
17 20 6735
3 47 80766
7 14 64499
4 21 38914
10 22 79099
20 46 8068
1 3 40925
28 34 69867
23 32 17204
2 31 2913
8 26 46484
12 16 41920
10 42 24598
19 42 35585
18 36 89991
11 42 38595
11 21 62934
10 30 87728
30 49 3837
1 17 8930
3 16 42569
18 34 95739
12 35 61686
37 43 70552
13 50 75933
21 48 14544
44 50 96878
26 29 92319
10 43 97876
23 42 54804
13 28 68248
14 36 78344
36 43 43588
24 27 46601
20 30 82499
31 42 53757
40 45 72249
46 49 75979
2 7 84836
13 18 8483
12 25 17608
13 29 10149
31 32 43803
5 12 37966
6 44 97130
18 41 72134
36 46 8652
15 26 30233
7 19 16556
19 38 25172
22 42 19336
16 27 6800
2 17 47268
10 25 37843
7 37 79056
2 47 56852
24 34 74767
8 9 52494
17 24 23549
3 33 27250
1 43 70214
13 33 58956
3 8 22063
16 33 68068
13 38 99823
27 35 93084
3 19 92389
19 36 2131
17 34 31306
3 6 5598
36 37 23530
19 50 51647
20 36 20071
14 48 39358
25 43 69388
34 44 52667
4 43 4680
30 39 73837
28 45 80660
16 22 88059
11 24 53001
20 47 53293
23 47 29210
22 39 71922
25 32 56352
22 24 86983
12 41 67784
15 16 65485
37 49 60860
12 46 32430
21 47 94367
8 14 44174
18 39 19175
27 49 95246
2 43 94216
15 42 9104
17 25 44831
27 28 25638
21 39 24604
46 50 56005
48 49 24605
9 35 60556
5 6 57791
33 42 45478
9 20 61550
35 37 53021
17 30 85933
41 43 53764
23 24 11475
43 45 56526
12 45 88014
39 43 37823
29 30 58421
24 36 76709
4 17 36656
32 33 13932
5 42 71276
33 41 99315
2 10 74514
21 24 52305
14 41 41520
30 32 66996
14 38 95033
5 20 13196
25 31 37265
17 40 17305
26 46 67056
3 11 30689
16 21 68833
3 31 31987
6 15 86642
5 18 58825
8 34 96039
17 49 44401
28 30 35873
13 17 59644
6 36 47247
